year,st,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,estabs_lag,estabs_denom,in_pdit,entry_rate,exit_rate,jrr,on,exposure,adopt,k,post_absorb,post_on,hi,post_absorb_x,post_absorb_hi,post_on_x,post_on_hi
2015,47,51,1307.0,2350.0,47989.0,48011.0,244.0,10.398,237.0,10.1,5846.0,2619.0,3227.0,5.455,12.176,5784.0,1443.0,4341.0,3.006,12.047,62.0,0.129,24.094,112.0,112.0,666.0,2327.0,2338.5,True,10.434038913833653,10.13470173187941,24.22361542146591,0.0,0.7251649868153344,,-999.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,47,52,3476.0,6090.0,87041.0,86430.0,641.0,10.636,514.0,8.529,11941.0,4920.0,7021.0,5.693,13.816,10646.0,3338.0,7308.0,3.862,12.318,1295.0,1.498,24.635,263.0,263.0,1396.0,5961.0,6025.5,True,10.638121317732969,8.530412413907559,26.133287053106557,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,47,52,3465.0,6595.0,84091.0,85590.0,1039.0,16.397,522.0,8.238,17392.0,10152.0,7240.0,11.861,20.32,20872.0,4331.0,16541.0,5.06,24.386,-3480.0,-4.066,40.64,269.0,272.0,1377.0,6090.0,6342.5,True,16.38155301537249,8.230193141505715,44.70615726136231,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,47,52,3473.0,6736.0,84923.0,85467.0,652.0,9.797,490.0,7.363,11764.0,4022.0,7742.0,4.706,13.764,12910.0,3063.0,9847.0,3.584,15.105,-1146.0,-1.341,27.529,232.0,233.0,924.0,6595.0,6665.5,True,9.781711799564924,7.351286475133148,28.869622193361185,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,47,52,3567.0,6728.0,83075.0,83860.0,628.0,9.322,645.0,9.575,11614.0,4030.0,7584.0,4.806,13.849,12969.0,6543.0,6426.0,7.802,15.465,-1355.0,-1.616,27.699,215.0,251.0,1030.0,6736.0,6732.0,True,9.32857991681521,9.581105169340463,29.314333412830905,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,47,52,3590.0,6786.0,82869.0,82520.0,703.0,10.441,597.0,8.867,11379.0,3780.0,7599.0,4.581,13.789,10588.0,5207.0,5381.0,6.31,12.831,791.0,0.959,25.662,221.0,225.0,1194.0,6728.0,6757.0,True,10.404025455083616,8.835281929850524,26.620213281628697,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,47,52,3686.0,7048.0,84554.0,83674.0,737.0,10.654,476.0,6.881,11884.0,5421.0,6463.0,6.479,14.203,10053.0,2373.0,7680.0,2.836,12.014,1831.0,2.188,24.029,220.0,222.0,650.0,6786.0,6917.0,True,10.654908197195317,6.88159606765939,26.217223988335686,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,47,52,3798.0,7381.0,89622.0,87245.0,837.0,11.605,500.0,6.932,13391.0,5457.0,7934.0,6.255,15.349,8498.0,2317.0,6181.0,2.656,9.74,4893.0,5.608,19.481,242.0,256.0,1033.0,7048.0,7214.5,True,11.601635594982328,6.930487213251093,25.08911685483409,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,47,52,4005.0,7773.0,97531.0,94457.0,971.0,12.797,601.0,7.92,17989.0,5528.0,12461.0,5.852,19.045,11894.0,3699.0,8195.0,3.916,12.592,6095.0,6.453,25.184,229.0,262.0,1086.0,7381.0,7577.0,True,12.815098323874885,7.9318991685363605,31.636617720232486,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,47,52,4131.0,7882.0,103318.0,100703.0,921.0,11.765,814.0,10.398,19513.0,5536.0,13977.0,5.497,19.377,14485.0,7193.0,7292.0,7.143,14.384,5028.0,4.993,28.768,255.0,267.0,1007.0,7773.0,7827.5,True,11.766208878952412,10.39923347173427,33.76066254232744,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,47,52,4216.0,8170.0,123028.0,120007.0,1051.0,13.078,784.0,9.755,22341.0,9795.0,12546.0,8.162,18.616,16242.0,8851.0,7391.0,7.375,13.534,6099.0,5.082,27.069,265.0,280.0,1805.0,7882.0,8026.0,True,13.094941440318964,9.768253177174184,32.150624546901426,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,47,52,4221.0,8169.0,103269.0,106185.0,958.0,11.728,957.0,11.716,16241.0,4935.0,11306.0,4.648,15.295,22268.0,10291.0,11977.0,9.692,20.971,-6027.0,-5.676,30.59,358.0,378.0,1627.0,8170.0,8169.5,True,11.726543852132934,11.71430320093029,36.26595093468946,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,47,52,4319.0,8174.0,104249.0,104751.0,1033.0,12.622,1053.0,12.867,20129.0,5743.0,14386.0,5.483,19.216,20986.0,11915.0,9071.0,11.375,20.034,-857.0,-0.818,38.432,314.0,337.0,2554.0,8169.0,8171.5,True,12.641497889004466,12.886250994309489,39.25022195492167,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,47,52,4278.0,8370.0,106577.0,106144.0,1042.0,12.59,855.0,10.33,18484.0,6350.0,12134.0,5.982,17.414,17668.0,5484.0,12184.0,5.167,16.645,816.0,0.769,33.291,345.0,353.0,1662.0,8174.0,8272.0,True,12.596711798839458,10.336073500967117,34.05939101597829,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,47,52,4384.0,8681.0,107914.0,107223.0,1151.0,13.515,822.0,9.652,22485.0,9740.0,12745.0,9.084,20.97,21593.0,7485.0,14108.0,6.981,20.138,892.0,0.832,40.277,272.0,275.0,1406.0,8370.0,8525.5,True,13.500674447246496,9.641663245557446,41.10871734609179,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,47,52,4469.0,8907.0,111357.0,109801.0,983.0,11.166,776.0,8.815,18934.0,8215.0,10719.0,7.482,17.244,15852.0,7243.0,8609.0,6.597,14.437,3082.0,2.807,28.874,277.0,285.0,1154.0,8681.0,8794.0,True,11.178075960882419,8.824198317034341,31.680950082421838,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,47,52,4554.0,9314.0,110939.0,111019.0,1285.0,14.101,883.0,9.689,17626.0,7844.0,9782.0,7.065,15.877,17664.0,6615.0,11049.0,5.958,15.911,-38.0,-0.034,31.753,327.0,339.0,1357.0,8907.0,9110.5,True,14.104604577136271,9.692113495417376,31.787351714571383,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,47,52,4598.0,9431.0,113234.0,112151.0,1158.0,12.361,1033.0,11.026,17689.0,6963.0,10726.0,6.209,15.772,15530.0,7069.0,8461.0,6.303,13.847,2159.0,1.925,27.695,353.0,355.0,1530.0,9314.0,9372.5,True,12.355294745265404,11.02160576153641,29.619887473138895,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,47,52,4627.0,9719.0,116086.0,114865.0,1154.0,12.053,865.0,9.034,18595.0,5924.0,12671.0,5.157,16.189,16198.0,6294.0,9904.0,5.479,14.102,2397.0,2.087,28.204,309.0,327.0,1443.0,9431.0,9575.0,True,12.052219321148826,9.033942558746737,30.290340834893136,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,47,52,4537.0,9944.0,115407.0,115682.0,1046.0,10.635,829.0,8.429,17244.0,6889.0,10355.0,5.955,14.906,17755.0,5830.0,11925.0,5.04,15.348,-511.0,-0.442,29.813,387.0,391.0,1657.0,9719.0,9831.5,True,10.63927172862737,8.432080557392057,30.254490759150084,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,47,52,4424.0,9855.0,114503.0,114815.0,926.0,9.348,1028.0,10.378,14709.0,7430.0,7279.0,6.471,12.811,15181.0,5523.0,9658.0,4.81,13.222,-472.0,-0.411,25.622,380.0,392.0,2145.0,9944.0,9899.5,True,9.354007778170615,10.384362846608415,26.033183817445455,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,47,52,4308.0,9636.0,109200.0,111322.0,670.0,6.878,880.0,9.034,11234.0,4474.0,6760.0,4.019,10.091,15506.0,5444.0,10062.0,4.89,13.929,-4272.0,-3.838,20.183,338.0,355.0,1749.0,9855.0,9745.5,True,6.874967933918219,9.029808629623929,24.02040926321841,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,47,52,4231.0,9421.0,109527.0,109448.0,680.0,7.133,905.0,9.493,14415.0,5628.0,8787.0,5.142,13.171,14250.0,4947.0,9303.0,4.52,13.02,165.0,0.151,26.04,285.0,291.0,704.0,9636.0,9528.5,True,7.136485280999108,9.497822322506165,26.19051969885242,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,47,52,4157.0,9406.0,111474.0,110549.0,668.0,7.097,681.0,7.235,13165.0,3633.0,9532.0,3.286,11.909,11278.0,3457.0,7821.0,3.127,10.202,1887.0,1.707,20.404,283.0,295.0,1074.0,9421.0,9413.5,True,7.096191639666436,7.2342911775641365,22.110557309428398,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,47,52,4162.0,9330.0,111290.0,111070.0,595.0,6.355,660.0,7.049,11153.0,3831.0,7322.0,3.449,10.041,10840.0,3367.0,7473.0,3.031,9.76,313.0,0.282,19.519,234.0,257.0,954.0,9406.0,9368.0,True,6.351409052092229,7.045260461144322,19.80102637976051,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,47,52,4180.0,9559.0,110894.0,111150.0,869.0,9.198,647.0,6.848,14767.0,6751.0,8016.0,6.074,13.286,15212.0,6307.0,8905.0,5.674,13.686,-445.0,-0.4,26.571,224.0,226.0,688.0,9330.0,9444.5,True,9.20112234633914,6.850547937953307,26.97165991902834,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,47,52,4201.0,9613.0,118356.0,114596.0,713.0,7.441,650.0,6.784,19032.0,7995.0,11037.0,6.977,16.608,11343.0,2631.0,8712.0,2.296,9.898,7689.0,6.71,19.797,208.0,238.0,652.0,9559.0,9586.0,True,7.43793031504277,6.780721886083872,26.50616077349995,0.0,0.011523080853604288,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,47,53,3383.0,3789.0,25756.0,25460.0,564.0,14.927,543.0,14.371,6003.0,3134.0,2869.0,12.31,23.579,5409.0,2624.0,2785.0,10.307,21.246,594.0,2.333,42.491,427.0,430.0,2049.0,3758.0,3773.5,True,14.946336292566583,14.389823771034848,44.82325216025138,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,47,53,3181.0,3684.0,24793.0,25010.0,575.0,15.48,636.0,17.122,6392.0,3565.0,2827.0,14.254,25.558,6898.0,3209.0,3689.0,12.831,27.581,-506.0,-2.023,51.116,520.0,523.0,2609.0,3789.0,3736.5,True,15.388732771310048,17.02127659574468,53.13874450219912,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,47,53,3282.0,3821.0,25614.0,25213.0,521.0,13.807,426.0,11.289,5301.0,1989.0,3312.0,7.889,21.025,4480.0,1824.0,2656.0,7.235,17.769,821.0,3.256,35.538,305.0,313.0,1214.0,3684.0,3752.5,True,13.884077281812127,11.352431712191873,38.79347955419823,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,47,53,3416.0,3959.0,26823.0,26185.0,517.0,13.27,391.0,10.036,6018.0,1933.0,4085.0,7.382,22.983,4558.0,1632.0,2926.0,6.233,17.407,1460.0,5.576,34.814,274.0,284.0,992.0,3821.0,3890.0,True,13.290488431876607,10.051413881748072,40.38953599388963,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,47,53,3519.0,4110.0,25304.0,26099.0,527.0,13.053,382.0,9.461,4893.0,1770.0,3123.0,6.782,18.748,6676.0,2310.0,4366.0,8.851,25.58,-1783.0,-6.832,37.496,289.0,296.0,1083.0,3959.0,4034.5,True,13.062337340438715,9.468335605403395,44.32736886470746,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,47,53,3578.0,4259.0,27381.0,26325.0,573.0,13.684,430.0,10.269,6040.0,2225.0,3815.0,8.452,22.944,3900.0,1681.0,2219.0,6.386,14.815,2140.0,8.129,29.63,316.0,321.0,1094.0,4110.0,4184.5,True,13.69339228103716,10.276018640219858,37.75878442545109,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,47,53,3582.0,4331.0,29249.0,28194.0,528.0,12.309,445.0,10.374,6640.0,2259.0,4381.0,8.012,23.552,4609.0,1862.0,2747.0,6.604,16.348,2031.0,7.204,32.695,325.0,335.0,1255.0,4259.0,4295.0,True,12.29336437718277,10.360884749708964,39.89855997730014,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,47,53,3652.0,4483.0,30358.0,30023.0,635.0,14.345,522.0,11.793,6194.0,2302.0,3892.0,7.667,20.631,5585.0,2446.0,3139.0,8.147,18.602,609.0,2.028,37.205,362.0,383.0,1838.0,4331.0,4407.0,True,14.408894939868391,11.844792375765827,39.233254504879596,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,47,53,3712.0,4611.0,30478.0,30591.0,574.0,12.59,470.0,10.309,6501.0,3159.0,3342.0,10.327,21.251,6597.0,1996.0,4601.0,6.525,21.565,-96.0,-0.314,42.503,330.0,330.0,1033.0,4483.0,4547.0,True,12.623707939300639,10.336485594897734,42.81651466117486,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,47,53,3699.0,4783.0,32761.0,31823.0,695.0,14.757,548.0,11.636,7824.0,4499.0,3325.0,14.138,24.586,5931.0,2568.0,3363.0,8.07,18.637,1893.0,5.949,37.275,386.0,401.0,1618.0,4611.0,4697.0,True,14.796678731104961,11.667021503087078,43.22345473399742,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,47,53,3632.0,4758.0,33507.0,33046.0,558.0,11.704,577.0,12.103,6574.0,2950.0,3624.0,8.927,19.893,5577.0,2862.0,2715.0,8.661,16.876,997.0,3.017,33.753,397.0,428.0,1635.0,4783.0,4770.5,True,11.696887118750656,12.095168221360444,36.769957029595105,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,47,53,3570.0,4723.0,32934.0,33233.0,552.0,11.63,599.0,12.62,7164.0,3705.0,3459.0,11.149,21.557,7751.0,3826.0,3925.0,11.513,23.323,-587.0,-1.766,43.114,360.0,387.0,2137.0,4758.0,4740.5,True,11.644341314207363,12.635797911612698,44.88008906809496,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,47,53,3644.0,4863.0,33458.0,33420.0,549.0,11.342,504.0,10.412,6175.0,2917.0,3258.0,8.728,18.477,6081.0,2345.0,3736.0,7.017,18.196,94.0,0.281,36.392,322.0,325.0,1320.0,4723.0,4793.0,True,11.454204047569371,10.515334863342375,36.67265110712148,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,47,53,3680.0,4880.0,33795.0,33589.0,545.0,11.202,515.0,10.586,5991.0,2162.0,3829.0,6.437,17.836,5528.0,2682.0,2846.0,7.985,16.458,463.0,1.378,32.916,311.0,314.0,1189.0,4863.0,4871.5,True,11.187519244585857,10.57169249717746,34.293965286254426,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,47,53,3727.0,4936.0,35962.0,34793.0,549.0,11.214,468.0,9.56,7004.0,3461.0,3543.0,9.948,20.131,4568.0,1739.0,2829.0,4.998,13.129,2436.0,7.002,26.259,287.0,320.0,1116.0,4880.0,4908.0,True,11.185819070904646,9.535452322738386,33.259563705343034,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,47,53,3763.0,5091.0,36687.0,36417.0,671.0,13.389,512.0,10.217,7452.0,3713.0,3739.0,10.196,20.463,6826.0,2457.0,4369.0,6.747,18.744,626.0,1.719,37.488,358.0,363.0,1663.0,4936.0,5013.5,True,13.383863568365415,10.21242644858881,39.20696378065189,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,47,53,3881.0,5410.0,37102.0,36874.0,826.0,15.732,507.0,9.656,7001.0,3310.0,3691.0,8.977,18.987,6497.0,1788.0,4709.0,4.849,17.62,504.0,1.367,35.239,349.0,353.0,948.0,5091.0,5250.5,True,15.731835063327301,9.656223216836493,36.60573846070402,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,47,53,3925.0,5537.0,38901.0,37843.0,728.0,13.294,606.0,11.066,8808.0,3327.0,5481.0,8.792,23.275,6703.0,2996.0,3707.0,7.917,17.713,2105.0,5.563,35.426,371.0,372.0,1329.0,5410.0,5473.5,True,13.300447611217686,11.071526445601535,40.987765240599316,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,47,53,3835.0,5462.0,36938.0,37807.0,615.0,11.184,689.0,12.53,5902.0,2555.0,3347.0,6.758,15.611,7656.0,3100.0,4556.0,8.2,20.25,-1754.0,-4.639,31.222,430.0,432.0,1446.0,5537.0,5499.5,True,11.182834803163924,12.528411673788526,35.861083926257045,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,47,53,3644.0,5326.0,34479.0,35831.0,543.0,10.06,686.0,12.71,5355.0,2128.0,3227.0,5.939,14.945,8159.0,2782.0,5377.0,7.764,22.771,-2804.0,-7.826,29.891,467.0,473.0,1372.0,5462.0,5394.0,True,10.066740823136819,12.717834631071561,37.715944294047056,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,47,53,3496.0,5149.0,32792.0,33545.0,479.0,9.145,657.0,12.543,5308.0,2147.0,3161.0,6.4,15.824,6838.0,2689.0,4149.0,8.016,20.385,-1530.0,-4.561,31.647,372.0,381.0,1003.0,5326.0,5237.5,True,9.145584725536992,12.544152744630072,36.208078700253395,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,47,53,3411.0,4984.0,31669.0,32176.0,568.0,11.211,733.0,14.468,4772.0,2128.0,2644.0,6.614,14.831,5836.0,2888.0,2948.0,8.976,18.138,-1064.0,-3.307,29.662,345.0,434.0,1419.0,5149.0,5066.5,True,11.210895095233395,14.467581170433238,32.96867230233714,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,47,53,3413.0,4995.0,29996.0,30262.0,529.0,10.562,556.0,11.101,5598.0,2515.0,3083.0,8.311,18.499,6129.0,2223.0,3906.0,7.346,20.253,-531.0,-1.755,36.998,283.0,293.0,1044.0,4984.0,4989.5,True,10.602264755987575,11.14340114239904,38.75156962527262,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,47,53,3436.0,5081.0,31218.0,30549.0,572.0,11.362,479.0,9.514,5333.0,2086.0,3247.0,6.828,17.457,4022.0,1651.0,2371.0,5.405,13.166,1311.0,4.292,26.332,266.0,278.0,894.0,4995.0,5038.0,True,11.353711790393014,9.507741167129813,30.622933647582574,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,47,53,3469.0,5163.0,31844.0,31613.0,552.0,10.77,477.0,9.306,5410.0,2057.0,3353.0,6.507,17.113,4958.0,2271.0,2687.0,7.184,15.683,452.0,1.43,31.367,250.0,277.0,1213.0,5081.0,5122.0,True,10.777040218664585,9.312768449824288,32.796634296017466,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,47,53,3540.0,5288.0,33289.0,32533.0,552.0,10.566,425.0,8.135,5549.0,2093.0,3456.0,6.434,17.057,4061.0,1750.0,2311.0,5.379,12.483,1488.0,4.574,24.966,258.0,260.0,898.0,5163.0,5225.5,True,10.563582432303129,8.133192995885562,29.539237082347153,0.0,0.0007357810034061719,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,47,54,6626.0,6895.0,67372.0,66405.0,990.0,14.461,892.0,13.03,12885.0,4255.0,8630.0,6.408,19.404,10860.0,4651.0,6209.0,7.004,16.354,2025.0,3.049,32.708,678.0,685.0,3098.0,6808.0,6851.5,True,14.44939064438444,13.019046924031233,35.75784955952112,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,47,54,6638.0,6960.0,65962.0,66094.0,960.0,13.91,843.0,12.215,10596.0,3903.0,6693.0,5.905,16.032,10954.0,3859.0,7095.0,5.839,16.573,-358.0,-0.542,32.064,665.0,666.0,2796.0,6895.0,6927.5,True,13.857813063875856,12.168892096715988,32.60507761672769,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,47,54,6791.0,7138.0,67414.0,66021.0,933.0,13.25,740.0,10.509,12552.0,5099.0,7453.0,7.723,19.012,9871.0,3715.0,6156.0,5.627,14.951,2681.0,4.061,29.903,528.0,529.0,2537.0,6960.0,7049.0,True,13.235919988650874,10.497942970634133,33.96343587646355,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,47,54,7114.0,7443.0,74126.0,71400.0,1008.0,13.83,699.0,9.59,13876.0,4412.0,9464.0,6.179,19.434,8480.0,3153.0,5327.0,4.416,11.877,5396.0,7.557,23.754,496.0,525.0,1701.0,7138.0,7290.5,True,13.826212193951031,9.587819765448186,31.3109243697479,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,47,54,7364.0,7706.0,75189.0,74030.0,984.0,12.982,731.0,9.644,12704.0,4285.0,8419.0,5.788,17.161,10308.0,4164.0,6144.0,5.625,13.924,2396.0,3.237,27.848,535.0,540.0,1936.0,7443.0,7574.5,True,12.990956498778797,9.6508020331375,31.084695393759286,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,47,54,7675.0,8029.0,77492.0,76273.0,1081.0,13.747,750.0,9.538,14169.0,5311.0,8858.0,6.963,18.577,11771.0,2908.0,8863.0,3.813,15.433,2398.0,3.144,30.865,560.0,561.0,2078.0,7706.0,7867.5,True,13.740069907848746,9.532888465204957,34.009413553944384,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,47,54,7961.0,8358.0,85752.0,82564.0,1118.0,13.634,802.0,9.78,19292.0,5384.0,13908.0,6.521,23.366,13114.0,4812.0,8302.0,5.828,15.884,6178.0,7.483,31.767,625.0,628.0,3066.0,8029.0,8193.5,True,13.64496247025081,9.788246780984927,39.24955186279735,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,47,54,8087.0,8466.0,80660.0,82283.0,1073.0,12.756,965.0,11.472,15823.0,6708.0,9115.0,8.152,19.23,18564.0,5032.0,13532.0,6.115,22.561,-2741.0,-3.331,38.46,712.0,719.0,3114.0,8358.0,8412.0,True,12.755587256300524,11.4717070851165,41.79113547148256,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,47,54,8380.0,8807.0,90792.0,86429.0,1174.0,13.557,879.0,10.151,21014.0,7684.0,13330.0,8.891,24.314,11926.0,4075.0,7851.0,4.715,13.799,9088.0,10.515,27.597,645.0,647.0,2454.0,8466.0,8636.5,True,13.593469576796155,10.177734035778382,38.11220770806095,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,47,54,8510.0,8992.0,94534.0,92580.0,1100.0,12.349,931.0,10.452,20590.0,8927.0,11663.0,9.642,22.24,16747.0,4622.0,12125.0,4.992,18.089,3843.0,4.151,36.178,686.0,692.0,2989.0,8807.0,8899.5,True,12.360244957581887,10.461261868644305,40.329444804493406,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,47,54,8553.0,9066.0,97842.0,96675.0,1050.0,11.638,962.0,10.663,18502.0,6165.0,12337.0,6.377,19.138,16169.0,5128.0,11041.0,5.304,16.725,2333.0,2.413,33.45,703.0,709.0,2968.0,8992.0,9029.0,True,11.62919481670174,10.654557536825783,35.863460046547715,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,47,54,8571.0,9112.0,97954.0,95696.0,1079.0,11.843,1076.0,11.811,21836.0,8920.0,12916.0,9.321,22.818,17093.0,6454.0,10639.0,6.744,17.862,4743.0,4.956,35.724,761.0,764.0,3887.0,9066.0,9089.0,True,11.871493013532843,11.838486082077235,40.679861227219526,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,47,54,8765.0,9468.0,96385.0,97358.0,1323.0,14.168,1063.0,11.384,19474.0,9771.0,9703.0,10.036,20.002,21521.0,8769.0,12752.0,9.007,22.105,-2047.0,-2.103,40.005,676.0,680.0,3478.0,9112.0,9290.0,True,14.241119483315392,11.442411194833154,42.10747961133138,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,47,54,8867.0,9597.0,96175.0,96101.0,1119.0,11.719,1022.0,10.703,16660.0,7222.0,9438.0,7.515,17.336,16270.0,5623.0,10647.0,5.851,16.93,390.0,0.406,33.86,716.0,719.0,2924.0,9468.0,9532.5,True,11.738788355625491,10.72121688958825,34.26603261152329,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,47,54,8994.0,9764.0,94656.0,95237.0,1176.0,12.159,991.0,10.247,14314.0,5009.0,9305.0,5.26,15.03,15368.0,5249.0,10119.0,5.512,16.137,-1054.0,-1.107,30.06,698.0,704.0,2689.0,9597.0,9680.5,True,12.148132844377873,10.23707453127421,31.166458414271762,0.0,0.22372341432012915,,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
