year,st,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,estabs_lag,den,entry_rate,exit_rate,jrr,birth_emp_rate,death_emp_rate,on,pdit_exp,bea_exp,equip_exp,adopt,k,post,post_pdit,post_bea,post_equip
2013,32,52,2139.0,3628.0,35576.0,35353.0,332.0,8.997,456.0,12.358,6263.0,1168.0,5095.0,3.304,17.716,5966.0,2568.0,3398.0,7.264,16.876,297.0,0.84,33.752,220.0,231.0,577.0,3777.0,3702.5,8.966914247130317,12.316002700877785,34.59112380844624,3.303821457867791,7.263881424490143,0.0,0.011523080853604288,0.2528302752401499,0.693971975527021,,-999.0,0.0,0.0,0.0,0.0
2014,32,52,2215.0,3739.0,35032.0,35365.0,440.0,11.94,332.0,9.009,5521.0,2515.0,3006.0,7.112,15.611,6211.0,2795.0,3416.0,7.903,17.563,-690.0,-1.951,31.223,159.0,161.0,435.0,3628.0,3683.5,11.945160852450115,9.013166825030542,33.17404213205146,7.1115509684716525,7.9032942174466285,0.0,0.011523080853604288,0.2528302752401499,0.693971975527021,,-999.0,0.0,0.0,0.0,0.0
2015,32,52,2289.0,3812.0,35309.0,35291.0,415.0,10.956,367.0,9.688,5873.0,1726.0,4147.0,4.891,16.642,5857.0,1480.0,4377.0,4.194,16.596,16.0,0.045,33.193,156.0,158.0,402.0,3739.0,3775.5,10.991921599788107,9.720566812342737,33.23793601768156,4.890765350939333,4.1937037771669825,0.0,0.011523080853604288,0.2528302752401499,0.693971975527021,,-999.0,0.0,0.0,0.0,0.0
1990,32,53,1418.0,1521.0,13020.0,12795.0,281.0,19.168,171.0,11.664,3684.0,1425.0,2259.0,11.137,28.792,3229.0,1372.0,1857.0,10.723,25.236,455.0,3.556,50.473,125.0,126.0,1184.0,1410.0,1465.5,19.174343227567384,11.66837256908905,54.02891754591638,11.137162954279015,10.72293864790934,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1991,32,53,1512.0,1693.0,12833.0,12577.0,365.0,22.827,177.0,11.069,3581.0,1922.0,1659.0,15.282,28.474,3014.0,925.0,2089.0,7.355,23.965,567.0,4.508,47.931,133.0,134.0,728.0,1521.0,1607.0,22.713130056004978,11.014312383322961,52.43698815297766,15.281863719487953,7.3546950783175635,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1992,32,53,1583.0,1796.0,13715.0,13702.0,269.0,15.262,202.0,11.461,3518.0,1428.0,2090.0,10.422,25.676,3474.0,955.0,2519.0,6.97,25.355,44.0,0.321,50.71,145.0,145.0,699.0,1693.0,1744.5,15.419891086271138,11.579249068501003,51.029046854473805,10.421836228287841,6.969785432783534,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1993,32,53,1634.0,1832.0,14423.0,13999.0,248.0,13.668,213.0,11.739,3350.0,1060.0,2290.0,7.572,23.93,2523.0,791.0,1732.0,5.65,18.023,827.0,5.908,36.045,148.0,157.0,546.0,1796.0,1814.0,13.671444321940463,11.742006615214995,41.95299664261733,7.571969426387599,5.650403600257161,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1994,32,53,1748.0,1951.0,14959.0,14515.0,326.0,17.221,210.0,11.094,3746.0,1581.0,2165.0,10.893,25.809,2904.0,1175.0,1729.0,8.095,20.008,842.0,5.801,40.015,146.0,147.0,923.0,1832.0,1891.5,17.234998678297647,11.102299762093576,45.81467447468137,10.892180502928007,8.095074061315879,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1995,32,53,1806.0,2032.0,15959.0,15445.0,323.0,16.235,238.0,11.963,3810.0,1358.0,2452.0,8.793,24.669,2750.0,1003.0,1747.0,6.494,17.806,1060.0,6.863,35.611,184.0,191.0,832.0,1951.0,1991.5,16.218930454431334,11.950790861159929,42.47329232761412,8.792489478795726,6.494011006798317,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1996,32,53,1812.0,2043.0,15693.0,15820.0,284.0,13.935,274.0,13.445,3089.0,1173.0,1916.0,7.415,19.526,3261.0,964.0,2297.0,6.094,20.613,-172.0,-1.087,39.052,195.0,195.0,651.0,2032.0,2037.5,13.938650306748466,13.447852760736195,40.139064475347666,7.414664981036663,6.0935524652338815,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1997,32,53,1921.0,2184.0,17767.0,17060.0,397.0,18.749,264.0,12.468,4874.0,2116.0,2758.0,12.404,28.571,3472.0,1197.0,2275.0,7.017,20.352,1402.0,8.218,40.705,190.0,199.0,811.0,2043.0,2113.5,18.784007570380883,12.491128459900638,48.92145369284877,12.403282532239155,7.01641266119578,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1998,32,53,1997.0,2284.0,19776.0,19183.0,362.0,16.161,274.0,12.232,4999.0,1952.0,3047.0,10.176,26.06,3752.0,1547.0,2205.0,8.065,19.559,1247.0,6.501,39.119,189.0,194.0,1094.0,2184.0,2234.0,16.2041181736795,12.264995523724261,45.618516394724494,10.17567638012824,8.064432049210238,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1999,32,53,2095.0,2444.0,20390.0,20490.0,442.0,18.638,297.0,12.524,5385.0,2898.0,2487.0,14.144,26.282,5451.0,2095.0,3356.0,10.225,26.604,-66.0,-0.322,52.564,207.0,220.0,1532.0,2284.0,2364.0,18.697123519458543,12.563451776649744,52.88433382137628,14.143484626647146,10.224499755978526,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2000,32,53,2127.0,2506.0,21004.0,20666.0,363.0,14.693,292.0,11.819,4512.0,1984.0,2528.0,9.601,21.833,3853.0,1472.0,2381.0,7.123,18.645,659.0,3.189,37.289,205.0,210.0,811.0,2444.0,2475.0,14.666666666666666,11.797979797979798,40.47711216490855,9.600309687409272,7.1228104132391366,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2001,32,53,2166.0,2550.0,21624.0,21207.0,379.0,15.007,330.0,13.067,4938.0,2401.0,2537.0,11.322,23.285,4002.0,1611.0,2391.0,7.597,18.872,936.0,4.414,37.743,215.0,215.0,815.0,2506.0,2528.0,14.992088607594937,13.05379746835443,42.155891922478425,11.321733389918423,7.596548309520442,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2002,32,53,2261.0,2690.0,20219.0,20843.0,435.0,16.518,322.0,12.227,4841.0,2254.0,2587.0,10.814,23.226,6190.0,2010.0,4180.0,9.644,29.698,-1349.0,-6.472,46.452,183.0,185.0,892.0,2550.0,2620.0,16.603053435114504,12.290076335877863,52.924243151177855,10.814182219450174,9.643525404212445,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2003,32,53,2443.0,2875.0,24958.0,23084.0,501.0,18.015,313.0,11.255,7400.0,3426.0,3974.0,14.842,32.058,3784.0,1696.0,2088.0,7.347,16.393,3616.0,15.665,32.785,213.0,216.0,994.0,2690.0,2782.5,18.005390835579515,11.248876909254268,48.449142263039334,14.841448622422456,7.347080228729856,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2004,32,53,2642.0,3155.0,25255.0,24414.0,640.0,21.291,342.0,11.377,6690.0,2622.0,4068.0,10.74,27.402,4905.0,2466.0,2439.0,10.101,20.091,1785.0,7.311,40.182,249.0,255.0,1565.0,2875.0,3015.0,21.22719734660033,11.343283582089553,47.49324158269845,10.739739493733104,10.100761857950356,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2005,32,53,2859.0,3436.0,27414.0,26613.0,746.0,22.775,425.0,12.975,7062.0,4007.0,3055.0,15.057,26.536,5410.0,2128.0,3282.0,7.996,20.329,1652.0,6.208,40.658,289.0,306.0,1179.0,3155.0,3295.5,22.636929145804885,12.896373843119404,46.864314432796,15.056551309510391,7.996092135422537,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2006,32,53,3097.0,3732.0,28443.0,27885.0,808.0,22.595,496.0,13.87,6067.0,2770.0,3297.0,9.934,21.757,4902.0,2042.0,2860.0,7.323,17.579,1165.0,4.178,35.159,351.0,362.0,1412.0,3436.0,3584.0,22.544642857142858,13.839285714285715,39.336560875022414,9.933656087502243,7.322933476779631,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2007,32,53,3036.0,3668.0,31471.0,30713.0,661.0,17.884,717.0,19.399,8465.0,3219.0,5246.0,10.481,27.562,6903.0,2963.0,3940.0,9.648,22.476,1562.0,5.086,44.952,506.0,514.0,1456.0,3732.0,3700.0,17.864864864864867,19.37837837837838,50.037443427864424,10.480903851789144,9.647380588024616,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2008,32,53,2772.0,3483.0,31721.0,31980.0,585.0,16.41,749.0,21.01,7097.0,3024.0,4073.0,9.456,22.192,7545.0,2496.0,5049.0,7.805,23.593,-448.0,-1.401,44.384,554.0,556.0,1854.0,3668.0,3575.5,16.36134806320794,20.94811914417564,45.784865540963104,9.455909943714822,7.804878048780488,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2009,32,53,2549.0,3271.0,28997.0,30385.0,474.0,14.009,699.0,20.659,5363.0,2343.0,3020.0,7.711,17.65,8115.0,2964.0,5151.0,9.755,26.707,-2752.0,-9.057,35.3,490.0,494.0,1540.0,3483.0,3377.0,14.0361267397098,20.698845128812557,44.3574131973013,7.711041632384401,9.754813230212275,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2010,32,53,2476.0,3174.0,25931.0,27321.0,463.0,14.365,561.0,17.406,4194.0,2370.0,1824.0,8.675,15.351,6951.0,2639.0,4312.0,9.659,25.442,-2757.0,-10.091,30.702,337.0,339.0,1121.0,3271.0,3222.5,14.367726920093096,17.408844065166797,40.79279674975294,8.674645876798067,9.659236484755317,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2011,32,53,2490.0,3203.0,24554.0,25310.0,500.0,15.676,473.0,14.83,3495.0,1747.0,1748.0,6.903,13.809,5093.0,2682.0,2411.0,10.597,20.123,-1598.0,-6.314,27.618,295.0,321.0,1122.0,3174.0,3188.5,15.681354869060687,14.83456170613141,33.93125246937969,6.902410114579218,10.596602133544055,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2012,32,53,2581.0,3235.0,22825.0,22353.0,512.0,15.839,507.0,15.684,5278.0,2475.0,2803.0,11.073,23.613,4314.0,1717.0,2597.0,7.681,19.3,964.0,4.313,38.6,254.0,311.0,832.0,3203.0,3219.0,15.90556073314694,15.7502329916123,42.91146602245783,11.072339283317675,7.681295575537959,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2013,32,53,2605.0,3250.0,24718.0,23801.0,469.0,14.572,406.0,12.615,5865.0,3312.0,2553.0,13.915,24.642,4019.0,1580.0,2439.0,6.638,16.886,1846.0,7.756,33.772,258.0,258.0,945.0,3235.0,3242.5,14.46414803392444,12.521202775636084,41.527666904751904,13.915381706650981,6.638376538800891,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2014,32,53,2719.0,3447.0,27806.0,26699.0,549.0,16.4,350.0,10.456,5412.0,2604.0,2808.0,9.753,20.271,3146.0,1287.0,1859.0,4.82,11.783,2266.0,8.487,23.567,227.0,229.0,645.0,3250.0,3348.5,16.395400925787666,10.45244139166791,32.05363496760179,9.75317427619012,4.820405258623919,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
2015,32,53,2774.0,3540.0,28707.0,28338.0,501.0,14.327,415.0,11.867,4120.0,1727.0,2393.0,6.094,14.539,3423.0,1461.0,1962.0,5.156,12.079,697.0,2.46,24.159,254.0,257.0,782.0,3447.0,3493.5,14.340918849291542,11.879204236439103,26.617968805137977,6.094290352177288,5.155621427059073,0.0,0.0007357810034061719,0.0042039480239153,0.0922286729610096,,-999.0,0.0,0.0,0.0,0.0
1990,32,54,2425.0,2531.0,25585.0,24352.0,446.0,18.104,311.0,12.624,5796.0,1820.0,3976.0,7.474,23.801,3304.0,1485.0,1819.0,6.098,13.568,2492.0,10.233,27.136,230.0,231.0,1122.0,2406.0,2468.5,18.067652420498277,12.598744176625482,37.36859395532194,7.473718791064389,6.098061760840999,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1991,32,54,2496.0,2637.0,24884.0,25048.0,477.0,18.557,344.0,13.383,5368.0,2295.0,3073.0,9.162,21.431,5557.0,2757.0,2800.0,11.007,22.185,-189.0,-0.755,42.862,271.0,272.0,1663.0,2531.0,2584.0,18.459752321981423,13.312693498452013,43.61625678696902,9.1624081763015,11.00686681571383,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1992,32,54,2554.0,2712.0,24650.0,24248.0,431.0,16.17,338.0,12.681,5242.0,2235.0,3007.0,9.217,21.618,4523.0,1661.0,2862.0,6.85,18.653,719.0,2.965,37.306,246.0,246.0,1266.0,2637.0,2674.5,16.115161712469618,12.63787623854926,40.27136258660508,9.217255031342791,6.850049488617619,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1993,32,54,2686.0,2833.0,24991.0,25178.0,467.0,16.844,346.0,12.48,5108.0,2136.0,2972.0,8.484,20.288,5455.0,1752.0,3703.0,6.958,21.666,-347.0,-1.378,40.575,229.0,239.0,1211.0,2712.0,2772.5,16.84400360685302,12.479711451758341,41.95329255699421,8.483596790849154,6.958455794741441,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1994,32,54,2879.0,3028.0,26808.0,25944.0,527.0,17.996,328.0,11.2,5647.0,2257.0,3390.0,8.7,21.767,3992.0,1302.0,2690.0,5.019,15.387,1655.0,6.379,30.775,243.0,245.0,960.0,2833.0,2930.5,17.983279303873058,11.192629244156288,37.153098982423685,8.699506629663892,5.01850138760407,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1995,32,54,3095.0,3261.0,28261.0,27502.0,570.0,18.124,338.0,10.747,5783.0,2077.0,3706.0,7.552,21.028,4285.0,1365.0,2920.0,4.963,15.581,1498.0,5.447,31.162,256.0,256.0,1007.0,3028.0,3144.5,18.12688821752266,10.748926697408173,36.608246672969244,7.552178023416478,4.963275398152862,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1996,32,54,3299.0,3490.0,28790.0,28439.0,619.0,18.338,390.0,11.554,6611.0,2842.0,3769.0,9.993,23.246,6016.0,2483.0,3533.0,8.731,21.154,595.0,2.092,42.308,286.0,286.0,1156.0,3261.0,3375.5,18.33802399644497,11.553843874981485,44.40029536903548,9.9933190337213,8.730968036850802,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1997,32,54,3487.0,3700.0,29009.0,28999.0,707.0,19.663,498.0,13.851,6861.0,2977.0,3884.0,10.266,23.66,6776.0,3899.0,2877.0,13.446,23.367,85.0,0.293,46.733,370.0,370.0,2469.0,3490.0,3595.0,19.666203059805284,13.852573018080669,47.02575950894858,10.265871236939205,13.445291216938514,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1998,32,54,3834.0,4061.0,34739.0,33216.0,818.0,21.017,480.0,12.333,8153.0,3857.0,4296.0,11.612,24.546,5108.0,1919.0,3189.0,5.777,15.378,3045.0,9.167,30.757,335.0,337.0,1267.0,3700.0,3880.5,21.079757763174847,12.369540007730963,39.92353082851638,11.61187379576108,5.777336223506744,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1999,32,54,4075.0,4332.0,39218.0,37348.0,802.0,19.098,537.0,12.787,9228.0,3368.0,5860.0,9.018,24.708,5520.0,2287.0,3233.0,6.123,14.78,3708.0,9.928,29.56,382.0,384.0,1510.0,4061.0,4196.5,19.111164065292506,12.796377933992614,39.48805826282532,9.017885830566563,6.12348720145657,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2000,32,54,4349.0,4638.0,42956.0,41158.0,882.0,19.646,585.0,13.03,9896.0,3329.0,6567.0,8.088,24.044,6359.0,2973.0,3386.0,7.223,15.45,3537.0,8.594,30.9,404.0,406.0,1886.0,4332.0,4485.0,19.665551839464886,13.043478260869565,39.49414451625444,8.088342485057582,7.22338306040138,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2001,32,54,4611.0,4905.0,44830.0,43401.0,930.0,19.424,696.0,14.536,10960.0,5181.0,5779.0,11.938,25.253,8115.0,2686.0,5429.0,6.189,18.698,2845.0,6.555,37.395,486.0,487.0,1775.0,4638.0,4771.5,19.49072618673373,14.586607984910405,43.950600216584874,11.937512960530864,6.188797493145319,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2002,32,54,4738.0,5066.0,44877.0,44914.0,896.0,17.891,780.0,15.575,11915.0,6537.0,5378.0,14.554,26.528,11998.0,4715.0,7283.0,10.498,26.713,-83.0,-0.185,53.057,518.0,521.0,2566.0,4905.0,4985.5,17.972119145522015,15.645371577574968,53.24175090172329,14.554481898739812,10.497840317050363,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2003,32,54,4951.0,5280.0,51848.0,48177.0,962.0,18.58,757.0,14.621,15263.0,5032.0,10231.0,10.445,31.681,8084.0,2824.0,5260.0,5.862,16.78,7179.0,14.901,33.56,530.0,532.0,1896.0,5066.0,5173.0,18.596559056640245,14.633674850183645,48.46088382423148,10.444818066712331,5.8617182472964275,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2004,32,54,5200.0,5583.0,53954.0,52819.0,1074.0,19.794,760.0,14.007,11014.0,4963.0,6051.0,9.396,20.853,8728.0,3468.0,5260.0,6.566,16.525,2286.0,4.328,33.049,541.0,541.0,1985.0,5280.0,5431.5,19.773543220104944,13.992451440670164,37.37670156572446,9.396239989397754,6.565819118120373,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2005,32,54,5431.0,5824.0,53056.0,53554.0,1033.0,18.096,802.0,14.049,10126.0,3768.0,6358.0,7.036,18.908,11135.0,6433.0,4702.0,12.012,20.792,-1009.0,-1.884,37.816,542.0,543.0,4256.0,5583.0,5703.5,18.11168580696064,14.061541158937493,39.7001157709975,7.035889009224334,12.012174627478807,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2006,32,54,5854.0,6285.0,56690.0,54657.0,1222.0,20.175,766.0,12.647,12835.0,5818.0,7017.0,10.645,23.483,8844.0,3419.0,5425.0,6.255,16.181,3991.0,7.302,32.362,549.0,550.0,2365.0,5824.0,6054.5,20.183334709720043,12.651746634734495,39.663721023839585,10.644565197504436,6.255374425965567,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2007,32,54,6082.0,6535.0,56702.0,56933.0,1187.0,18.615,870.0,13.644,12143.0,5344.0,6799.0,9.386,21.329,12669.0,6519.0,6150.0,11.45,22.252,-526.0,-0.924,42.657,616.0,618.0,2290.0,6285.0,6410.0,18.517940717628704,13.57254290171607,43.58105141130803,9.38647181775069,11.450301231271846,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2008,32,54,6123.0,6584.0,55507.0,56265.0,1030.0,15.681,999.0,15.209,10784.0,4619.0,6165.0,8.209,19.166,12274.0,5339.0,6935.0,9.489,21.815,-1490.0,-2.648,38.333,729.0,733.0,2943.0,6535.0,6559.5,15.702416342709046,15.229819345986737,40.98107171420954,8.209366391184574,9.489025148849196,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2009,32,54,6032.0,6498.0,50669.0,53736.0,1031.0,15.722,1150.0,17.537,9389.0,4405.0,4984.0,8.197,17.472,15348.0,6301.0,9047.0,11.726,28.562,-5959.0,-11.089,34.945,801.0,802.0,3871.0,6584.0,6541.0,15.762115884421343,17.58140957040208,46.034315914842935,8.197483995831472,11.725844871222272,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2010,32,54,6054.0,6610.0,50018.0,50280.0,1137.0,17.326,1042.0,15.878,9628.0,4953.0,4675.0,9.851,19.149,10240.0,3310.0,6930.0,6.583,20.366,-612.0,-1.217,38.298,713.0,716.0,2148.0,6498.0,6554.0,17.348184314922186,15.89868782422948,39.51471758154336,9.850835322195705,6.583134447096262,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2011,32,54,6045.0,6605.0,49003.0,49448.0,1069.0,16.185,1069.0,16.185,8636.0,3328.0,5308.0,6.73,17.465,9571.0,3615.0,5956.0,7.311,19.356,-935.0,-1.891,34.93,759.0,761.0,2673.0,6610.0,6607.5,16.178584941354522,16.178584941354522,36.82049830124575,6.730302540042064,7.310710241061318,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2012,32,54,6148.0,6701.0,49121.0,49642.0,1031.0,15.476,953.0,14.305,8410.0,3524.0,4886.0,7.099,16.941,9652.0,4656.0,4996.0,9.379,19.443,-1242.0,-2.502,33.883,666.0,666.0,2428.0,6605.0,6653.0,15.496768375169095,14.324364948143694,36.38451311389549,7.098827605656501,9.37915474799565,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2013,32,54,6307.0,6863.0,51724.0,50505.0,1081.0,15.909,945.0,13.907,10386.0,4630.0,5756.0,9.167,20.564,8061.0,3204.0,4857.0,6.344,15.961,2325.0,4.604,31.922,631.0,633.0,1900.0,6701.0,6782.0,15.939250958419345,13.933942789737541,36.52509652509652,9.167409167409167,6.343926343926344,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2014,32,54,6422.0,6978.0,56400.0,55117.0,1083.0,15.649,968.0,13.987,10173.0,3924.0,6249.0,7.119,18.457,7606.0,3103.0,4503.0,5.63,13.8,2567.0,4.657,27.599,614.0,616.0,1949.0,6863.0,6920.5,15.649158297810853,13.987428653998988,32.25683545911425,7.119400547925323,5.629841972531161,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
2015,32,54,6600.0,7192.0,58515.0,57556.0,1150.0,16.233,935.0,13.198,12458.0,6052.0,6406.0,10.515,21.645,10591.0,3149.0,7442.0,5.471,18.401,1867.0,3.244,36.803,634.0,641.0,2162.0,6978.0,7085.0,16.231474947071277,13.196894848270995,40.04621585933699,10.5149767183265,5.471193272638821,0.0,0.22372341432012915,1.0,0.4007695799456902,,-999.0,0.0,0.0,0.0,0.0
1990,32,55,222.0,267.0,10667.0,10585.0,32.0,12.098,27.0,10.208,1716.0,594.0,1122.0,5.612,16.212,1480.0,148.0,1332.0,1.398,13.982,236.0,2.23,27.964,6.0,6.0,23.0,259.0,263.0,12.167300380228136,10.26615969581749,30.193670288143597,5.611714690599905,1.3982050070854983,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1991,32,55,229.0,276.0,11123.0,10879.0,32.0,11.786,23.0,8.471,1629.0,578.0,1051.0,5.313,14.974,1204.0,436.0,768.0,4.008,11.068,425.0,3.907,22.135,10.0,10.0,48.0,267.0,271.5,11.786372007366483,8.47145488029466,26.040996415111685,5.312988326132917,4.007721297913411,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1992,32,55,242.0,288.0,11475.0,11443.0,40.0,14.21,27.0,9.591,1645.0,507.0,1138.0,4.431,14.376,1561.0,254.0,1307.0,2.22,13.642,84.0,0.734,27.283,7.0,7.0,32.0,276.0,282.0,14.184397163120568,9.574468085106384,28.017128375426026,4.430656296425763,2.2196976317399284,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1993,32,55,263.0,296.0,11430.0,11453.0,40.0,13.699,32.0,10.959,1259.0,272.0,987.0,2.375,10.993,1270.0,414.0,856.0,3.615,11.089,-11.0,-0.096,21.986,4.0,4.0,90.0,288.0,292.0,13.698630136986301,10.95890410958904,22.081550685409937,2.374923600803283,3.6147734218108796,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1994,32,55,295.0,329.0,10001.0,10718.0,56.0,17.891,24.0,7.668,1567.0,505.0,1062.0,4.712,14.62,2822.0,257.0,2565.0,2.398,26.33,-1255.0,-11.709,29.241,8.0,8.0,21.0,296.0,312.5,17.919999999999998,7.68,40.94980406792312,4.711699944019407,2.3978354170554206,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1995,32,55,336.0,368.0,10337.0,10173.0,65.0,18.625,27.0,7.736,1432.0,644.0,788.0,6.33,14.076,1121.0,313.0,808.0,3.077,11.019,311.0,3.057,22.039,9.0,9.0,24.0,329.0,348.5,18.65136298421808,7.747489239598278,25.095841934532586,6.330482650152364,3.0767718470461025,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1996,32,55,359.0,392.0,10816.0,10550.0,66.0,17.507,36.0,9.549,1542.0,391.0,1151.0,3.706,14.617,1011.0,241.0,770.0,2.284,9.583,531.0,5.033,19.167,18.0,18.0,95.0,368.0,380.0,17.36842105263158,9.473684210526317,24.19905213270142,3.706161137440758,2.2843601895734595,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
1997,32,55,386.0,430.0,11768.0,11515.0,81.0,19.732,42.0,10.231,2336.0,1212.0,1124.0,10.525,20.287,1885.0,1128.0,757.0,9.796,16.37,451.0,3.917,32.74,12.0,12.0,21.0,392.0,411.0,19.708029197080293,10.218978102189782,36.65653495440729,10.525401650021712,9.795918367346939,0.0,0.006436147514005568,0.2471864111498258,0.4519100169779288,,-999.0,0.0,0.0,0.0,0.0
