st,sector,year,rd,itc,jctc,pta,cit,export_share,entry_rate,jrr,exit_rate,denom,emp
1,23,1990,0.0,0.0,0.0,0.0,0.00352,0.0,15.279,49.84827411809331,12.956,94908.0,101280.0
1,23,1991,0.0,0.0,0.0,0.0,0.00352,0.0,13.262,45.27271611755322,13.982,97794.0,93356.0
1,23,1992,0.0,0.0,0.0,0.0,0.00352,0.0,14.917,51.62679981421273,13.265,86120.0,80027.0
1,23,1993,0.0,0.0,0.0,0.0,0.00352,0.0,17.319,47.022087745839634,13.152,82625.0,85418.0
1,23,1994,0.0,0.0,0.0,0.0,0.00352,0.0,17.975,46.418867015970925,11.665,87221.0,88998.0
1,23,1995,0.0,0.0,0.0,0.0,0.00352,0.0,16.909,41.084139043611906,11.565,91741.0,94541.0
1,23,1996,0.0,0.0,0.0,0.0,0.00354,0.0,16.299,41.46479345072339,12.134,95522.0,97220.0
1,23,1997,0.0,0.0,0.0,0.0,0.00357,0.0,14.815,41.03804158149275,12.725,100285.0,103165.0
1,23,1998,0.0,0.0,0.0,0.0,0.0036,0.0,14.109,41.96196294836421,13.879,101480.0,100196.0
1,23,1999,0.0,0.0,0.0,0.0,0.00358,0.0,13.325,40.82827092649289,12.474,103541.0,106327.0
1,23,2000,0.0,0.0,0.0,0.0,0.00355,0.0,12.023,41.26528275403539,12.725,108292.0,110090.0
1,23,2001,0.0,0.0,0.0,0.0,0.00461,0.0,10.552,38.83170523831377,13.573,106771.0,105114.0
1,23,2002,0.0,0.0,0.0,0.0,0.00461,0.0,12.121,41.479988937616056,12.754,101244.0,97081.0
1,23,2003,0.0,0.0,0.0,0.0,0.00459,0.0,12.723,39.531438379957905,12.772,97874.0,98795.0
1,23,2004,0.0,0.0,0.0,0.0,0.00457,0.0,13.816,41.56321749620579,10.634,102788.0,106250.0
1,23,2005,0.0,0.0,0.0,0.0,0.00457,0.0,13.618,40.654514544767665,10.727,105880.0,105834.0
1,23,2006,0.0,0.0,0.0,0.0,0.00457,0.0,14.705,38.6315137966393,10.695,108251.0,111018.0
1,23,2007,0.0,0.0,0.0,0.0,0.00457,0.0,14.056,37.81892532630633,11.468,113467.0,115324.0
1,23,2008,0.0,0.0,0.0,0.0,0.00414,0.0,10.85,37.87661281201333,14.6,114939.0,114472.0
1,23,2009,0.0,0.0,0.0,0.0,0.00414,0.0,8.438,38.708763178777915,19.646,105852.0,97280.0
1,23,2010,0.0,0.0,0.0,0.0,0.00414,0.0,9.487,39.53706095041322,17.901,92928.0,88955.0
1,23,2011,0.0,0.0,0.0,0.0,0.00414,0.0,10.464,37.70879440885265,16.077,85850.0,82630.0
1,23,2012,0.0,0.0,0.0,0.0,0.00414,0.0,10.782,37.80823594199351,12.979,81715.0,80874.0
1,23,2013,0.0,0.0,0.0,0.0,0.00414,0.0,10.198,35.89953793411835,12.07,80508.0,80146.0
1,23,2014,0.0,0.0,0.0,0.0,0.00414,0.0,9.542,32.90089591302598,10.424,79472.0,78644.0
1,23,2015,0.0,0.0,0.0,0.0,0.00414,0.0,9.667,32.27111088851047,9.637,79864.0,81203.0
1,31-33,1990,0.0,0.0,0.0,0.0,0.009834004706494183,1.0,11.58,20.177988827760842,8.781,354629.0,355749.0
1,31-33,1991,0.0,0.0,0.0,0.0,0.009834004706494183,1.0,9.13,20.856575183698638,9.994,350302.0,343959.0
1,31-33,1992,0.0,0.0,0.0,0.006320847345771306,0.010091446443476565,1.0,8.903,19.34945306339381,9.242,346201.0,347933.0
1,31-33,1993,0.0,0.0,0.0,0.006320847345771306,0.010091446443476565,1.0,8.621,17.766986681766575,8.142,349671.0,351977.0
1,31-33,1994,0.0,0.0,0.0,0.006320847345771306,0.010091446443476565,1.0,9.968,19.73808317636423,8.218,357289.0,357587.0
1,31-33,1995,0.0,0.010091446443476565,0.0,0.006320847345771306,0.010091446443476565,1.0,9.194,17.392716551827526,8.086,360214.0,364243.0
1,31-33,1996,0.0,0.010106919607358772,0.0,0.0060653655697848275,0.010106919607358772,1.0,8.308,21.52370938560015,8.717,357601.0,352364.0
1,31-33,1997,0.0,0.010006271120067608,0.0,0.005808788090749529,0.010006271120067608,1.0,8.519,21.242172221014993,9.28,354347.0,352775.0
1,31-33,1998,0.0,0.010022103485665996,0.0,0.005553437904179939,0.010022103485665996,1.0,8.798,20.278170515496306,7.713,356472.0,358573.0
1,31-33,1999,0.0,0.01012456977182604,0.0,0.0057778528609504,0.01012456977182604,1.0,7.471,24.08312853509417,9.275,349531.0,340929.0
1,31-33,2000,0.0,0.010111775294805956,0.0,0.00600071183514269,0.010111775294805956,1.0,6.277,19.921730674304428,8.078,338319.0,335266.0
1,31-33,2001,0.0,0.01312252222323344,0.0,0.006262211995059481,0.01312252222323344,1.0,7.997,24.54477017913008,9.812,324122.0,311757.0
1,31-33,2002,0.0,0.013099639128908535,0.0,0.006524954159786778,0.013099639128908535,1.0,7.477,25.600775771054867,10.653,302151.0,289625.0
1,31-33,2003,0.0,0.013108771303386856,0.0,0.006413994159786778,0.013108771303386856,1.0,6.682,22.443325290387744,8.909,285136.0,280858.0
1,31-33,2004,0.0,0.013117219933693039,0.0,0.006301431642722485,0.013117219933693039,1.0,6.82,22.379175454725722,8.352,277365.0,275166.0
1,31-33,2005,0.0,0.012968575544432166,0.0,0.0062947898173308205,0.012968575544432166,1.0,7.658,22.550974740874672,8.124,279305.0,283327.0
1,31-33,2006,0.0,0.012966783888708314,0.0,0.006310346543587076,0.012966783888708314,1.0,7.567,20.776372541852474,7.567,287259.0,291217.0
1,31-33,2007,0.0,0.012967350498602353,0.0,0.00629729937723461,0.012967350498602353,1.0,6.916,21.44222511566058,6.979,288776.0,283417.0
1,31-33,2008,0.0,0.0129177972619125,0.0,0.00629729937723461,0.0129177972619125,1.0,6.501,20.055346326235448,7.121,279332.0,276085.0
1,31-33,2009,0.0,0.01291929841513359,0.0,0.006266311970356888,0.01291929841513359,1.0,5.112,24.042600365451808,9.982,261594.0,246317.0
1,31-33,2010,0.0,0.0129177972619125,0.0,0.006288292317493336,0.0129177972619125,1.0,4.7,21.369010055113804,9.607,237690.0,228833.0
1,31-33,2011,0.0,0.012216005018526946,0.0,0.006288292317493336,0.012216005018526946,1.0,4.915,19.067753907362537,7.744,228223.0,227678.0
1,31-33,2012,0.0,0.012215618430735228,0.0,0.006301431642722485,0.012215618430735228,1.0,5.789,19.666573330174252,7.564,232135.0,234466.0
1,31-33,2013,0.0,0.012215618430735228,0.0,0.006301431642722485,0.012215618430735228,1.0,5.845,17.182935428628994,6.782,238248.0,242261.0
1,31-33,2014,0.0,0.012215618430735228,0.0,0.006301431642722485,0.012215618430735228,1.0,5.477,16.424015071390798,6.323,242048.0,242561.0
1,31-33,2015,0.0,0.012215618430735228,0.0,0.006301431642722485,0.012215618430735228,1.0,5.519,16.07940265000854,6.397,245886.0,248047.0
1,42,1990,0.0,0.0,0.0,0.0,0.00398,0.0,10.51,27.888167748377434,8.829,70105.0,71192.0
1,42,1991,0.0,0.0,0.0,0.0,0.00398,0.0,10.566,30.057913642694817,10.389,68205.0,67295.0
1,42,1992,0.0,0.0,0.0,0.0,0.00398,0.0,10.316,29.186777826532108,9.643,68370.0,68228.0
1,42,1993,0.0,0.0,0.0,0.0,0.00398,0.0,10.145,27.606764282494584,8.905,68773.0,69296.0
1,42,1994,0.0,0.0,0.0,0.0,0.00398,0.0,9.213,25.8913340156943,8.757,70344.0,70688.0
1,42,1995,0.0,0.0,0.0,0.0,0.00398,0.0,10.212,28.169208474225382,7.767,72455.0,74314.0
1,42,1996,0.0,0.0,0.0,0.0,0.004,0.0,9.553,26.69285723895758,9.055,74327.0,74995.0
1,42,1997,0.0,0.0,0.0,0.0,0.00403,0.0,8.949,29.361878305465034,9.36,74876.0,75708.0
1,42,1998,0.0,0.0,0.0,0.0,0.00405,0.0,9.282,31.376393037116955,9.961,76003.0,75505.0
1,42,1999,0.0,0.0,0.0,0.0,0.00403,0.0,8.538,27.939256241512588,9.131,76584.0,77871.0
1,42,2000,0.0,0.0,0.0,0.0,0.00401,0.0,8.6,27.783709579011596,9.575,78672.0,79146.0
1,42,2001,0.0,0.0,0.0,0.0,0.0052,0.0,9.2,27.49310003645264,10.442,76812.0,75515.0
1,42,2002,0.0,0.0,0.0,0.0,0.00519,0.0,7.851,34.554061435222515,11.722,76894.0,74238.0
1,42,2003,0.0,0.0,0.0,0.0,0.00518,0.0,7.925,26.755576851408186,9.171,75132.0,76204.0
1,42,2004,0.0,0.0,0.0,0.0,0.00517,0.0,7.489,27.40397143899515,7.752,76748.0,76610.0
1,42,2005,0.0,0.0,0.0,0.0,0.00517,0.0,7.419,27.693542748378242,7.551,77231.0,77888.0
1,42,2006,0.0,0.0,0.0,0.0,0.00517,0.0,8.864,23.84289937812213,6.83,78472.0,79306.0
1,42,2007,0.0,0.0,0.0,0.0,0.00517,0.0,9.057,29.056224899598394,8.534,79680.0,81174.0
1,42,2008,0.0,0.0,0.0,0.0,0.00513,0.0,7.538,26.119458679536294,7.929,80396.0,79269.0
1,42,2009,0.0,0.0,0.0,0.0,0.00513,0.0,6.261,23.762608797776416,8.311,76633.0,73706.0
1,42,2010,0.0,0.0,0.0,0.0,0.00513,0.0,6.131,23.785759471427568,8.284,71135.0,69117.0
1,42,2011,0.0,0.0,0.0,0.0,0.00513,0.0,7.349,21.65988116988678,7.641,69511.0,69682.0
1,42,2012,0.0,0.0,0.0,0.0,0.00513,0.0,6.97,22.644284849009257,7.65,69342.0,69792.0
1,42,2013,0.0,0.0,0.0,0.0,0.00513,0.0,6.877,22.190083230535823,6.955,70527.0,70957.0
1,42,2014,0.0,0.0,0.0,0.0,0.00513,0.0,5.858,20.319673048930692,6.405,71448.0,71818.0
1,42,2015,0.0,0.0,0.0,0.0,0.00513,0.0,6.431,19.613441379406865,6.805,71451.0,71863.0
1,44-45,1990,0.0,0.0,0.0,0.0,0.00361,0.0,11.105,31.716937718158622,11.677,191661.0,193288.0
1,44-45,1991,0.0,0.0,0.0,0.0,0.00361,0.0,10.069,31.18663785939837,11.792,192544.0,192095.0
1,44-45,1992,0.0,0.0,0.0,0.0,0.00361,0.0,10.27,30.376701354780078,11.705,190363.0,190704.0
1,44-45,1993,0.0,0.0,0.0,0.0,0.00361,0.0,10.588,29.447859019152787,9.69,196055.0,201708.0
1,44-45,1994,0.0,0.0,0.0,0.0,0.00361,0.0,10.699,28.41983696308717,9.748,206947.0,211692.0
1,44-45,1995,0.0,0.0,0.0,0.0,0.00361,0.0,11.476,28.38357001351576,9.802,216044.0,220377.0
1,44-45,1996,0.0,0.0,0.0,0.0,0.00365,0.0,10.571,28.74372039937811,9.492,222546.0,227434.0
1,44-45,1997,0.0,0.0,0.0,0.0,0.0037,0.0,11.24,35.115916406395925,11.388,230209.0,231047.0
1,44-45,1998,0.0,0.0,0.0,0.0,0.00375,0.0,9.283,29.036127299513698,9.908,230103.0,227683.0
1,44-45,1999,0.0,0.0,0.0,0.0,0.00371,0.0,8.902,28.864523814776412,9.66,226645.0,225131.0
1,44-45,2000,0.0,0.0,0.0,0.0,0.00366,0.0,9.161,26.731938295031277,9.968,227664.0,230300.0
1,44-45,2001,0.0,0.0,0.0,0.0,0.004730000000000001,0.0,9.625,29.32480987929952,10.523,229328.0,227819.0
1,44-45,2002,0.0,0.0,0.0,0.0,0.0047,0.0,10.429,31.283165035935784,11.374,223315.0,222706.0
1,44-45,2003,0.0,0.0,0.0,0.0,0.0047,0.0,10.518,27.56658299828961,9.942,225095.0,227052.0
1,44-45,2004,0.0,0.0,0.0,0.0,0.00469,0.0,9.64,27.56212378453465,9.414,233244.0,239316.0
1,44-45,2005,0.0,0.0,0.0,0.0,0.00469,0.0,9.442,26.203005161856595,9.398,239255.0,239043.0
1,44-45,2006,0.0,0.0,0.0,0.0,0.00469,0.0,10.104,27.23701744674744,9.336,243885.0,248284.0
1,44-45,2007,0.0,0.0,0.0,0.0,0.00469,0.0,10.326,29.99738933215853,9.62,245148.0,242326.0
1,44-45,2008,0.0,0.0,0.0,0.0,0.00464,0.0,8.07,26.4541773651985,9.714,243024.0,243704.0
1,44-45,2009,0.0,0.0,0.0,0.0,0.00465,0.0,6.807,24.531906601599566,9.388,236064.0,228162.0
1,44-45,2010,0.0,0.0,0.0,0.0,0.00464,0.0,7.181,22.072056145809395,9.154,226268.0,224279.0
1,44-45,2011,0.0,0.0,0.0,0.0,0.00464,0.0,7.847,21.98710905702174,8.556,224809.0,225220.0
1,44-45,2012,0.0,0.0,0.0,0.0,0.00464,0.0,7.98,21.741020217952396,8.05,223168.0,222382.0
1,44-45,2013,0.0,0.0,0.0,0.0,0.00464,0.0,7.638,20.509849885047107,7.86,221830.0,221555.0
1,44-45,2014,0.0,0.0,0.0,0.0,0.00464,0.0,6.853,19.547496035148352,7.28,225103.0,228015.0
1,44-45,2015,0.0,0.0,0.0,0.0,0.00464,0.0,7.061,19.688492825472192,7.284,229144.0,231182.0
1,48-49,1990,0.0,0.0,0.0,0.0,0.00618,1.0,17.541,34.30769585147306,13.306,43413.0,44686.0
1,48-49,1991,0.0,0.0,0.0,0.0,0.00618,1.0,15.034,34.0275237746891,15.756,43744.0,43656.0
1,48-49,1992,0.0,0.0,0.0,0.00507,0.00638,1.0,16.974,33.45599091425326,14.728,44025.0,44231.0
1,48-49,1993,0.0,0.0,0.0,0.00507,0.00638,1.0,18.447,31.542511482020835,12.441,44635.0,44915.0
1,48-49,1994,0.0,0.0,0.0,0.00507,0.00638,1.0,17.693,33.364164904862584,14.513,45408.0,46002.0
1,48-49,1995,0.0,0.00638,0.0,0.00507,0.00638,1.0,18.189,29.70219601378057,12.959,47313.0,48658.0
1,48-49,1996,0.0,0.0064,0.0,0.00479,0.0064,1.0,16.909,30.63581464386653,14.908,49181.0,49801.0
1,48-49,1997,0.0,0.006420000000000001,0.0,0.0045,0.006420000000000001,1.0,17.952,33.24919871794872,15.675,49920.0,50033.0
1,48-49,1998,0.0,0.00644,0.0,0.00421,0.00644,1.0,17.098,35.28604380730884,14.706,52457.0,54129.0
1,48-49,1999,0.0,0.006420000000000001,0.0,0.00446,0.006420000000000001,1.0,17.819,35.78943475768726,14.633,54083.0,54830.0
1,48-49,2000,0.0,0.006409999999999999,0.0,0.00472,0.006409999999999999,1.0,15.783,33.55524535595404,16.647,55878.0,56971.0
1,48-49,2001,0.0,0.00832,0.0,0.00488,0.00832,1.0,14.047,34.203134109499494,16.068,56603.0,56245.0
1,48-49,2002,0.0,0.0083,0.0,0.00503,0.0083,1.0,14.131,39.49641745409,16.231,54291.0,53022.0
1,48-49,2003,0.0,0.0083,0.0,0.00504,0.0083,1.0,13.394,40.69344448654794,15.064,52780.0,52570.0
1,48-49,2004,0.0,0.0083,0.0,0.00506,0.0083,1.0,13.791,33.74110279795387,12.956,54933.0,56960.0
1,48-49,2005,0.0,0.0083,0.0,0.00504,0.0083,1.0,13.452,30.265334252239835,12.346,58040.0,58899.0
1,48-49,2006,0.0,0.0083,0.0,0.00506,0.0083,1.0,14.882,25.86738043533155,13.408,59403.0,59728.0
1,48-49,2007,0.0,0.0083,0.0,0.00505,0.0083,1.0,15.945,30.697071256547147,12.216,59377.0,58829.0
1,48-49,2008,0.0,0.00823,0.0,0.00505,0.00823,1.0,10.692,28.89540369322011,14.893,59352.0,58738.0
1,48-49,2009,0.0,0.00824,0.0,0.005,0.00824,1.0,10.335,25.635128071092524,16.037,57390.0,55793.0
1,48-49,2010,0.0,0.00823,0.0,0.00503,0.00823,1.0,9.871,23.47173641191076,13.336,55177.0,53763.0
1,48-49,2011,0.0,0.00793,0.0,0.00503,0.00793,1.0,12.552,24.407587315073048,11.87,54143.0,54752.0
1,48-49,2012,0.0,0.00793,0.0,0.00506,0.00793,1.0,11.111,24.236814468039658,11.036,56179.0,56794.0
1,48-49,2013,0.0,0.00793,0.0,0.00506,0.00793,1.0,10.941,21.500975668721615,10.828,57909.0,58800.0
1,48-49,2014,0.0,0.00793,0.0,0.00506,0.00793,1.0,10.433,20.791995251420335,9.795,58965.0,59250.0
1,48-49,2015,0.0,0.00793,0.0,0.00506,0.00793,1.0,12.161,26.098891788389196,10.747,59014.0,58967.0
1,51,1990,0.0,0.0,0.0,0.0,0.008564393765656144,1.0,12.132,26.10270687284071,9.007,29813.0,30430.0
1,51,1991,0.0,0.0,0.0,0.0,0.008564393765656144,1.0,25.0,42.606092163499085,12.931,30728.0,31339.0
1,51,1992,0.0,0.0,0.0,0.01104350209590958,0.009010159570267462,1.0,11.251,55.907485129381925,10.846,33119.0,27597.0
1,51,1993,0.0,0.0,0.0,0.01104350209590958,0.009010159570267462,1.0,7.607,34.951821225996035,9.652,29266.0,30929.0
1,51,1994,0.0,0.0,0.0,0.01104350209590958,0.009010159570267462,1.0,12.973,37.16690929805684,8.944,31598.0,31847.0
1,51,1995,0.0,0.009010159570267462,0.0,0.01104350209590958,0.009010159570267462,1.0,13.406,30.098664051967155,9.764,32636.0,33428.0
1,51,1996,0.0,0.009056974814337475,0.0,0.010318999712542923,0.009056974814337475,1.0,11.525,30.643516852584863,9.341,33348.0,33313.0
1,51,1997,0.0,0.009103790058407488,0.0,0.009599306865169995,0.009103790058407488,1.0,12.236,32.90412836178839,11.272,35026.0,36874.0
1,51,1998,0.0,0.009151742163635733,0.0,0.008883667620645103,0.009151742163635733,1.0,15.82,33.41552343729507,10.093,38123.0,39139.0
1,51,1999,0.0,0.009110873316717682,0.0,0.009511622774181931,0.009110873316717682,1.0,11.724,36.40812655415057,12.84,37802.0,36210.0
1,51,2000,0.0,0.009070004469799633,0.0,0.010142494669408565,0.009070004469799633,1.0,15.421,31.659663303267937,9.758,37363.0,38808.0
1,51,2001,0.0,0.011762257722644984,0.0,0.010430350555487113,0.011762257722644984,1.0,18.698,35.06254008980115,13.282,37416.0,36109.0
1,51,2002,0.0,0.011744418531189094,0.0,0.010715176786103503,0.011744418531189094,1.0,13.605,38.85416932377625,13.976,39203.0,39235.0
1,51,2003,0.0,0.01172847213403713,0.0,0.010850931818971534,0.01172847213403713,1.0,13.023,27.393138213054886,11.969,38882.0,38527.0
1,51,2004,0.0,0.011720252014568704,0.0,0.010996686851839566,0.011720252014568704,1.0,11.518,31.394172399838123,14.335,39536.0,40542.0
1,51,2005,0.0,0.011720252014568704,0.0,0.010991877315845834,0.011720252014568704,1.0,11.602,37.600916847064816,9.407,39265.0,37892.0
1,51,2006,0.0,0.01171430561741674,0.0,0.01100263324899153,0.01171430561741674,1.0,11.453,39.917565829198494,10.099,38091.0,39006.0
1,51,2007,0.0,0.011720252014568704,0.0,0.010967710799225447,0.011720252014568704,1.0,11.002,24.704216806552733,11.98,39556.0,39251.0
1,51,2008,0.0,0.011642942928713802,0.0,0.010967710799225447,0.011642942928713802,1.0,10.93,36.15047668126771,11.483,38810.0,39032.0
1,51,2009,0.0,0.011648889325865767,0.0,0.010886354033401883,0.011648889325865767,1.0,10.271,30.681700362882324,15.816,38580.0,37953.0
1,51,2010,0.0,0.011648889325865767,0.0,0.010951008468927785,0.011648889325865767,1.0,8.599,24.636816999132698,9.772,36896.0,35962.0
1,51,2011,0.0,0.011215162618576047,0.0,0.010951008468927785,0.011215162618576047,1.0,8.358,17.962594035265084,10.68,33631.0,33368.0
1,51,2012,0.0,0.011215162618576047,0.0,0.010996686851839566,0.011215162618576047,1.0,10.397,28.822290528233154,11.325,35136.0,34435.0
1,51,2013,0.0,0.011215162618576047,0.0,0.010996686851839566,0.011215162618576047,1.0,9.32,21.354516515288687,12.449,34241.0,34361.0
1,51,2014,0.0,0.011215162618576047,0.0,0.010996686851839566,0.011215162618576047,1.0,15.462,23.126775568181817,9.17,33792.0,33123.0
1,51,2015,0.0,0.011215162618576047,0.0,0.010996686851839566,0.011215162618576047,1.0,10.671,22.681835919911144,9.393,33313.0,33476.0
1,52,1990,0.0,0.0,0.0,0.0,0.010097268465988355,0.5808000016534084,9.912,22.206513592696055,8.186,58708.0,58468.0
1,52,1991,0.0,0.0,0.0,0.0,0.010097268465988355,0.5808000016534084,16.41,40.31796553497942,9.44,62208.0,60890.0
1,52,1992,0.0,0.0,0.0,0.0019432094517091074,0.010174551089286119,0.5808000016534084,8.329,29.666660988945477,7.334,58709.0,58773.0
1,52,1993,0.0,0.0,0.0,0.0019432094517091074,0.010174551089286119,0.5808000016534084,8.512,23.147417714295305,7.749,59579.0,60442.0
1,52,1994,0.0,0.0,0.0,0.0019432094517091074,0.010174551089286119,0.5808000016534084,10.219,23.317295769059072,8.163,60483.0,60914.0
1,52,1995,0.0,0.0043141351124007694,0.0,0.0019432094517091074,0.010174551089286119,0.5808000016534084,8.529,23.064936769071792,7.058,60967.0,60774.0
1,52,1996,0.0,0.004321839768192143,0.0,0.0018253888609876222,0.01021579174494522,0.5808000016534084,8.818,23.753494116882273,6.831,61532.0,62135.0
1,52,1997,0.0,0.004329544423983515,0.0,0.0017075682702661367,0.010257032400604322,0.5808000016534084,9.189,31.450632391719697,8.392,63331.0,64391.0
1,52,1998,0.0,0.00433535242400005,0.0,0.001585836335302956,0.01030056840047205,0.5808000016534084,9.204,29.145537332297806,7.247,65667.0,66524.0
1,52,1999,0.0,0.004329544423983515,0.0,0.0016901442702165345,0.010261224400587786,0.5808000016534084,10.068,24.64378712074666,8.35,68358.0,70074.0
1,52,2000,0.0,0.004321839768192143,0.0,0.0017944522051301127,0.010224175744912153,0.5808000016534084,9.795,26.674124527393477,9.614,70619.0,71230.0
1,52,2001,0.0,0.005618000564225616,0.0,0.0018505175168285974,0.01328097653400131,0.5808000016534084,11.988,39.91562848314686,11.034,70877.0,70600.0
1,52,2002,0.0,0.005612192564209082,0.0,0.0019045681400602255,0.013266784534017844,0.5808000016534084,11.388,38.29369469026548,7.035,72320.0,73792.0
1,52,2003,0.0,0.005610295908434244,0.0,0.0019219921401098276,0.013248119878309143,0.5808000016534084,9.846,32.41907654082407,7.406,72445.0,71079.0
1,52,2004,0.0,0.005610295908434244,0.0,0.0019355047959177347,0.01323135187837528,0.5808000016534084,12.07,21.60245219996976,7.933,72751.0,74201.0
1,52,2005,0.0,0.005610295908434244,0.0,0.0019336081401428958,0.01323135187837528,0.5808000016534084,11.767,38.41318675489663,8.043,75409.0,76332.0
1,52,2006,0.0,0.005610295908434244,0.0,0.0019355047959177347,0.01323135187837528,0.5808000016534084,9.985,30.598451587884163,10.093,72203.0,69960.0
1,52,2007,0.0,0.005610295908434244,0.0,0.0019296967959012005,0.013235543878358746,0.5808000016534084,13.97,32.70148112092344,8.295,71905.0,72960.0
1,52,2008,0.0,0.005583270596818429,0.0,0.0019296967959012005,0.01316659856690827,0.5808000016534084,10.106,36.650592449710665,7.222,72580.0,73124.0
1,52,2009,0.0,0.005585167252593268,0.0,0.0019161841400932935,0.013168495222683109,0.5808000016534084,6.597,25.020821102357903,9.157,73243.0,72997.0
1,52,2010,0.0,0.005583270596818429,0.0,0.0019278001401263618,0.013162406566924805,0.5808000016534084,8.663,26.739688041594455,7.946,72125.0,70712.0
1,52,2011,0.0,0.005377141546226199,0.0,0.0019278001401263618,0.012956277516332574,0.5808000016534084,6.056,22.84918594687232,7.667,70020.0,69678.0
1,52,2012,0.0,0.005375244890451361,0.0,0.0019355047959177347,0.012954380860557736,0.5808000016534084,7.98,21.56641961231471,5.856,70160.0,70782.0
1,52,2013,0.0,0.005375244890451361,0.0,0.0019355047959177347,0.012954380860557736,0.5808000016534084,6.242,21.88192884832706,8.773,69907.0,69096.0
1,52,2014,0.0,0.005375244890451361,0.0,0.0019355047959177347,0.012954380860557736,0.5808000016534084,6.521,21.428056152703036,5.55,69311.0,69479.0
1,52,2015,0.0,0.005375244890451361,0.0,0.0019355047959177347,0.012954380860557736,0.5808000016534084,6.854,21.314651744530718,6.868,69159.0,68809.0
1,53,1990,0.0,0.0,0.0,0.0,0.00946,0.0,15.665,41.1321155480034,12.495,18832.0,19433.0
1,53,1991,0.0,0.0,0.0,0.0,0.00946,0.0,16.361,51.59917100767378,13.64,17853.0,17182.0
1,53,1992,0.0,0.0,0.0,0.0,0.00946,0.0,14.301,47.88662630709962,14.16,18170.0,18608.0
1,53,1993,0.0,0.0,0.0,0.0,0.00946,0.0,11.822,46.277955271565496,10.183,18780.0,18902.0
1,53,1994,0.0,0.0,0.0,0.0,0.00946,0.0,15.522,39.577319587628864,9.933,19400.0,19756.0
1,53,1995,0.0,0.0,0.0,0.0,0.00946,0.0,13.727,42.021749876421154,11.293,20230.0,20822.0
1,53,1996,0.0,0.0,0.0,0.0,0.0096,0.0,12.454,35.845820089803745,10.702,19821.0,19501.0
1,53,1997,0.0,0.0,0.0,0.0,0.00974,0.0,13.35,41.00309721250874,11.86,20018.0,20956.0
1,53,1998,0.0,0.0,0.0,0.0,0.00988,0.0,12.996,39.20530411160735,11.592,21719.0,22124.0
1,53,1999,0.0,0.0,0.0,0.0,0.00976,0.0,13.726,36.40098966157109,10.898,22634.0,22906.0
1,53,2000,0.0,0.0,0.0,0.0,0.00964,0.0,10.412,33.81691064015731,11.294,22885.0,22827.0
1,53,2001,0.0,0.0,0.0,0.0,0.01253,0.0,12.498,40.926489778164424,13.589,22990.0,22866.0
1,53,2002,0.0,0.0,0.0,0.0,0.01254,0.0,12.89,38.63140554739326,10.636,22461.0,22011.0
1,53,2003,0.0,0.0,0.0,0.0,0.01243,0.0,10.626,35.153358011634054,10.597,22692.0,23401.0
1,53,2004,0.0,0.0,0.0,0.0,0.01231,0.0,11.381,31.110074626865668,9.02,23584.0,23869.0
1,53,2005,0.0,0.0,0.0,0.0,0.0123,0.0,11.696,31.477230037149894,9.112,23957.0,24044.0
1,53,2006,0.0,0.0,0.0,0.0,0.01231,0.0,15.568,32.34756469106715,9.23,24617.0,25222.0
1,53,2007,0.0,0.0,0.0,0.0,0.01232,0.0,14.589,37.751465685711,10.546,26097.0,27064.0
1,53,2008,0.0,0.0,0.0,0.0,0.01215,0.0,13.161,32.49869975481091,12.571,26918.0,26962.0
1,53,2009,0.0,0.0,0.0,0.0,0.01215,0.0,8.47,29.308296608545696,13.357,26095.0,25152.0
1,53,2010,0.0,0.0,0.0,0.0,0.01214,0.0,7.754,25.610742598285068,12.792,24724.0,24302.0
1,53,2011,0.0,0.0,0.0,0.0,0.01214,0.0,8.758,30.287975749410577,14.905,23752.0,23366.0
1,53,2012,0.0,0.0,0.0,0.0,0.01214,0.0,11.031,39.85491316772917,10.399,22745.0,22078.0
1,53,2013,0.0,0.0,0.0,0.0,0.01214,0.0,9.394,28.07978273451761,9.624,22461.0,22932.0
1,53,2014,0.0,0.0,0.0,0.0,0.01214,0.0,12.875,32.33066246333027,8.275,22839.0,22794.0
1,53,2015,0.0,0.0,0.0,0.0,0.01214,0.0,10.092,26.19940683879972,8.569,22928.0,23055.0
1,54,1990,0.0,0.0,0.0,0.0,0.007917008682452438,0.7972667280156208,13.96,38.063758803904605,11.661,48558.0,50817.0
1,54,1991,0.0,0.0,0.0,0.0,0.007917008682452438,0.7972667280156208,13.736,34.21486945974429,11.315,50291.0,50452.0
1,54,1992,0.0,0.0,0.0,0.0015800894749474783,0.007981105004017337,0.7972667280156208,13.52,41.82132496125263,10.744,50326.0,50571.0
1,54,1993,0.0,0.0,0.0,0.0015800894749474783,0.007981105004017337,0.7972667280156208,12.823,31.297813677138752,9.844,51502.0,52835.0
1,54,1994,0.0,0.0,0.0,0.0015800894749474783,0.007981105004017337,0.7972667280156208,13.259,31.841016548463358,9.683,54144.0,55430.0
1,54,1995,0.0,0.006239739109402237,0.0,0.0015800894749474783,0.007981105004017337,0.7972667280156208,13.266,42.497894559541855,8.844,59370.0,63282.0
1,54,1996,0.0,0.006247711776682393,0.0,0.001459869499097837,0.007989077671297494,0.7972667280156208,13.646,33.70539351474662,9.278,61370.0,60586.0
